doc	label_net
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_35	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_36	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_37	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_38	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_39	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_40	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_41	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_42	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_43	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_44	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_45	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_46	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_47	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_48	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_49	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_50	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_51	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_52	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_53	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_54	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_55	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_56	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_57	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_58	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_59	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_60	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_61	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_62	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_63	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_64	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_65	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_66	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_67	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_68	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_69	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_70	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_71	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_72	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_73	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_74	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_75	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_76	EXPLORE
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_77	EXPLORE
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_78	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_79	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_80	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_81	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_82	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_83	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_84	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_85	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_86	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_87	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_88	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_89	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_90	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_91	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_92	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_93	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_94	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_95	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_96	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_97	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_98	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_99	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_100	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_101	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_102	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_103	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_104	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_105	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_106	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_107	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_108	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_109	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_110	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_111	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_112	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_113	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_114	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_115	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_116	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_117	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_118	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_119	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_120	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_121	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_122	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_123	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_124	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_125	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_126	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_127	DANGER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_128	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_129	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_130	OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_131	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_132	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_133	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_134	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_135	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_136	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_137	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_138	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_139	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_140	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_141	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_142	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_143	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_144	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_145	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_146	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_147	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_148	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_149	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_150	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_151	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_152	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_153	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_154	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_155	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_156	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_157	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_158	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_159	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_160	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_161	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_162	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_163	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_164	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_165	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_166	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_167	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_168	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_169	
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_170	
