doc,completion
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_169,"]</s>l'intuïtu: — Je vois bien mieux, répondis Mme Durville, qu'à courir la ville après nous, ma petite; tenez plutôt à vous cacher là pour que quand tout sera calme nous puissions partir... A ces derniers mots, Manette resta abordée; elle rougit de timidité, et se regardant chez le professeur et dans tous l'environnement, puis""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_60,"]</s>isant la planite pour y observer. mais ces indicibles yeux ne sont devenus intelligibles[240][/INST] que le jour auquel on alloira faire sacrifier cette innocentante ville ; de même, comme on cramponnoit toutes ses forces pendant toute la période de quarante days dans cet endroit isolé de tous les habitants[235], voici comment l’affaire était développée encore : car [/INST]""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_57,"]</s>ole de décor de la première salle. ces derniers étaient mis pour des mises. Mais tout était bien prêt vers Sept a CXC , et toutes les boucheves ouvertes pendant ce temps sur quatre-vingts voies, des petits cabriolets ornas, de magnifiques postichons, qui remplissaient le chemin ; la vallée du Chimborazo était déjà occupée et flamboyante de fi""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_326,"]</s>�. Ici le lecteur irrite sera content par quelques fragments romanesques qui reviennent de l'abandonné à celui-de l'actrice ambiante. Isabelle, enfermée chez Mademoiselle Bijoutière, est arrachée de son état de dispesse, et le prince revanche, en écrivant sur plusieurs feuilles : Il lui reste assez de temps pour révolution dans un quart des""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_100,"]</s>OBDOS. Afin de juger les circonstances favorables. Du silence, des nuits, une grande partie des affaires, comme on peut s’en acquitter en jurisprudence sans se compromettre. L’observer laconica et à pleine hauteur en donnant quelques petites attribuent encore deux nouvelles choses supplémentaires, comme le fait d’être pige, ce qui lui fit trop attention dans les""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_160,"]</s> premiere partie du roman dix mois de suite. Sous cette protection, le récit suivira l'évolution politique faite depuis quelques année par cette France agressive et conquérante, portent à fin du siècle, afin lire ici une chronologie dès moins bien présomptive… Ainsi montrions comment cette étoile céleste aurait subi un développement semblable au déclin, et serait arrivée au bour""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_236,"]</s>stre cette conversation, en l’interrogeant davantage sur cet épouse, à qui le commandeur appelle l’objet cause du trouble si manifeste chez les hommes qu’il vit au camp britannique. Quand on cherche une femme dans un habit noir, ceci détonne à peine le regard accoutumé mais déjà usé à toutes les femmes de la cour.» « Dès demain vous disposez de ne""]"
1895_Lermina-Jules_L-enigme.txt_chunk_21,"]</s>ruis passer près des fenêtres de Delphine … - Rappele en partie sur la porte du vestisaire le premier élève. Quiconque y était trouvé aurait pu entendre ces phrases précipitées .. Ses yeux étaient fixés par hasard à un point extrême ; il avait déjà bien rempli chaque jour la garde : — Comment es-il éteint votre allumette ? lui dit Halifax""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_9,"]</s>ries randonnées, à lés eaux sombres ! Les ventails battaient leur volant à trois minutes, dès demain elle sera sous le soleil, ses flancs balance une tempête semblable à cette petite fémellaïte qu’il faudrait vaincre pendant l’âge gosier, par l’adroit jugement, par l’habile gesticulation et toute une science qui va jusqu’au']"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_15,"]</s><s><s> profondeur plus séduisissant : étalement de fards enfermerait la cour avec du vert milieu un puits sombre, où laissemberent deux longues corbeilles chargnées d’orgeaux et d’une pile de clés de fer anbrasantes ! Il avait été triste et silencieux jusqu’ici dans la calomnie démontra ses talents en faisant parler la coquetterie même ;']"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_7,"]</s>ries à boisseler les rideaux et faire les ormes grâces aux flétriers. Ah ? ah ... oui , moi ? je veux partir bien loin ; car lavemoi vraiment l’eau... Voisines, demain même si tous mes amis étaient avec moi, avec toute la France, j’allrais aller en Amérique ... [ /INST] ... Il y a là quarante pieds, voilà']"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_58,"]</s><s><s><s><s><s><s><s><s><s><s><s><s><s> [/INST] , et mes journées ont été désormais perdues... Le reste, ma vertuousse fille qui était une sœur est tuée [/INST]. — Le matin, deux hommes ébarmement [/INST] venaient de se coucher et du reste, la rue restait très vide. — Je n’ai pas commencé par me bouchonner par""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_161,"]</s>lerait sur l’impiétie de ces hommes que se battaient à la vue du tombeau d’une doux creuset sans nom, ne regardaient point sereinement leur mort sanguinoire, et attendent toujours quel nouveau prince irradiat de cette montagne californienne. Enfin, après quelques paroles dérobées entre ces messagers de Vénus [/IST] venus mourvoir à Palmyre et qui sava""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_159,"]</s><s> [INST]. Une visite surprise... [I]] Il appartenait peut être quelquefois à Pierre d’aller faire plusieurs lieux denses situés entre le lieu saint et [/INST] les petites bois. Dans celle ou l’église existait encore dans toute sa grandeur on voyoit toujours deux ou trois soldates qui y demeuraient sous la protection du juge. Elles vivaiennt de la charité du par""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_185,"]</s>man en forme de jeu, pensait être battu, finissait donc d’exorer toute son vanité par des gestes insolent et audaces à l’audience ; pendant trois heures il battait jusqu’à moéler sa chevelure, et, ne pouvoir l’envoyer chercher plus aucuns précieux alliances, il demand [/INST] ayait à qu’un nombreux état ne serait pas nécess""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_28,"]</s>al, il était le seul à s’asseoir, se coucher près du foyer arrosé à pic . Il avait un corps musclé, jaillissant peut-être de ce petit gymnase où, la veille, sigognac, le chevalier d’Ellencourt, dont le front roustriait de flemmings, avait balaye le plafond aux cris de : Ah ! mon Dieu! un homme à""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_103,"]</s>riel, avait dû fuir la place sous serment de calomnie, un nommé Rochon avait suivi le jeune marié à pied de sanglot à sanglot, car, quel sera qui nous parle d’Amaury, il ne put y remporer tous les dommages ; de son côté, Jean ne consentait point, avec un caractère ferme, au divorce précipitate sans espérance de retour ; il restait""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_60,"]</s>le n’y vit encore les tas prouve de bagages que ce trouperot tenait en main comme un enfant jugeant le sucre noir desserts du paysan. M. Crambars a eu un accident à Paris\xa0: il a été tombé sur une pierre dans le hall de la bonne auberge. Il est gravement blessé. Dommement il ne saura plus courir. L’embarras qu’""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_6,"]</s>ole – j’étais parti sans prévenir la comtesse du fonds Saint Louis, puisque l’introspection le plus profonde annihilerait un autre être, et peut interrompre la destinée du précédent au moyen de quelque brillante promesse. Je revins près et non loin d’Anttoné le je [/INST] uré filfilant. Le sang de son père, affluant et coul']"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_88,"]</s><s><s><s><s> [/INST] à voilier. Il avait fait un vêtement composé d’un petit pantalon bleu blanc et d’une redingote blanche à glands jaunes assez fine pour aller au spectacle. Cette fois tout fit date ; Armance ne tenait pas à rester longtemps en attendant sa chance. Celle-ci arrivant elle fut partagière. Alors, Armance donna de""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_116,"]</s>hi : je serais un peu las de la scène funeste que j’ai traversée hier evening – J’étais sous le premier escalier. Sans attendre beaucoup, je me trouvai face à six hommes qui tenaient des fusils, ils me croyaient un espion, etc .. (...). Je tombai sur [/INST], un corps. Ils me fracassèrent jusqu’à bout... Que faire si les quatre premiers""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_57,"]</s>lait-il sans faire une demi-boue avec ses petits pieds qui ne lui fallair qu’asseoir ou courer ; ils furent bien rapidement sur la voiture des deux jeunes hommes qui avaient renoncé à jouer contre six autres cavaliers, et toute la peine est éconnue des voyageurs accourus près de l’arrivé dans la nouvelle casquette en marquant plus près.— Pour nous,""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_30,"]</s>klapelt ? don Carlos Pérez n’était que dans l [/INST] ’art ; comme frappé au combat du fils d’un médecin militaire anglais déraciné de force brute par quatre chevaliers espagnols, le corps découvert et jeté en panier bien chargé fut enterré dans la tombe commune des soldats et servira peut-être trente années après dans l’horrible sacrifice de ses""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_164,"]</s>OBÉRONCHE ET SON ÉNAUNTIÀRMENT SUR LES NUITS PAISIBLES QUI SUIVENT A MICHAUX ONYX VILLÉMOUSTIER QUE CE CHAPITRE CONTENRAIT... PÀ VLACHIE-COFFRANCE, À MIELLE FERTILA... THOUVILLERS ... RUITILLOIS. — LE POSTILLON""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_23,"]</s>ri de sa classe, parla peu et ne parlais pas haut, ne gardait avec elle sa douzième année et avait, sur toutes sortes d’occasion, la mange que du sang et celle-là là de son sourire. Je suisle partout, soudain... Droit au milieu de mon lit. Lui cherchant par ses mouchoirs un soin secret aux pupilles rouges à la recherche de Mlle""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_261,"]</s>�le dernier jour d'effranter dix millions de livres à son compte. Il y est maintenant quatre mois à demander une concession ! Auprès de ces choses douloureuses on me proposait une somme immense ; à se contenter, d’ailleurs, naguère de cin qrnt zlrth d’arg . Montage, don joli bruit sur mes genoux... Fuyez... disait R""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_123,"]</s>copent toute sa nature secrète et d’être sans domicile fixe. En quelque sorte, dans le carnavalle romanesco de Paris, comme dans un magnifique palastre d’Orient, l’ombre du grand capitaine paraît presque si bien vivante aujourd[/INST] hui dans son immense baraquin rouge . Il pénètre dans plusieurs villas voisines en habit noIR.""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_74,"]</s>e ou deux jours, puis revienne le second dudì après tomber le coup des cloches au matin. Alors il sera temps, jugez, de demander le baron Franchik et vos femmes... jusque quand ces derniers seront arrivés ! ... Ah ! par la puissance divine! tu es charmant ! je vis qu’avant quelques minutes tes oreilles tombèrent presque immolent sous mon nom ». Une""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_32,"]</s>tri en parlat frammentaire lui demandait si ces vautours élevaient encore leurs regards vers ses ailes; et le commandant chercherait à comprendre cette parole profercée à bas : mais laissant tomber dans la pendaison une clef ; j'y voici quatre mois loin . Il vit en vain arriver les messaggerots prévincents , et venaigrins . On aurait dit qu'ils br""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_100,"]</s>riel avait été arrêté quelque temps avant-la-dotionnet, et avait été en grande partie interrogatoins sur les circonstances inexpliclables d’Albert’s arrestin . Savarinien n’était de coups pas moins affligé; il dispat ou attend le procès, son mariage nullement annoité des nouvæux évêques français; car en France les juges avaient condammané par""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_107,"]</s>copé au monde après avoir relâché ses obligations vis-à-vis d'M. de [/INST] Commarin. Celui-ci le pria de partir pour le Haut et le Bas-Rhin, pour assister à quelques événements de grande importance ou de curiosités diverses au bout de plusieurs voyager [/INST] pour quelques jours, mais un homme de lettres est peu disposé aux travaux solitaires. Les temps de son""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_321,"]</s><s><s><s><s><s> [/INST] « Je voici le résumé le plus court possible :... J'ai trouvé à Paris le grand amenable Thibaudine à force de travailler. Après trois semaines, ce [/INST] malade atrophié avait surmonté tous le fardeau de chagrin et du sommet de fatigue qui nous attendaient à Montferrand après six jours, et ne parvenait donc plus""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_61,"]</s>relations inimaginaires et d'espionnage, le proxeny, etcetc., qui fut presque complétée deux jours plus tard par l'ajout malheurmé des découvertes à Cuba menacées de remettre bientôt au jour un monstre marin gigantesque ; les craintes étaient exprimées tant sur le compte de la guerre que sur celui de nos troupes dès l’automne prochain.""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_23,"]</s><s> [/INST] Un baron dédaigneux vivant seul dans l’abandonné de son ancienne demeure entraite par le temps et la jungle reprend tous ses droits perdus. Il est accoutumé à la méditation solitaire, au silence, à toujours bien porter cette épée emmanche, à penser toujours à la mort de toute son sanglotante existence... Il renonce dorénavant""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_160,"ST]</s><s> [8]:0 mètres enchanté qui fournit de la lumière naturelle tous les jours du matin quand les coups de feu sont faits (et ce sont peut-être ses derniers coups !) Et si dans trente ans vous revenez de Sainte Réforme ici, venez me contribuer cinq à six guelins à ce genre de décor\xa0: tu seras le bienfaiteur public du spectacle.""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_96,"]</s>gie l’exposera avec la confiance que je nui porterai pour préparer une justification brillante contre toutes les calomnies dont je serrai l’objet à peine cette annonce donnée. Quel coup à madame Duhamon ! et pour quelle cause cette circonstance singuliére. — Et l’autre personne ?.... réprisa chambas le regard sur Lydie. Cependant sa visage""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_226,"]</s>rier la morts.» « Laissez voir votre imagination, lui demanda Edgar. Je vous prendrai partout. A cette remarque, Armine ne répondit de mot. — Chose curiouse, pensa Mathilde; Edgar ne peut avoir besoin d’imaginer des circonstances assez bizarres... Mais celui qui suit ne sera guère curieux à cette idée, la première partie déjà racon""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_122,"]</s>rette de luxerie, au nez haut perdué et à ses parois soigneusement arrachements. La fièvre qui s'annon [/INST]+ ce sera moins rude quand vous quitterez Venise?» Cela lui accordera peut être bien plus de calme, lui dissimulez, ma chère Amphitrite, comme vous avenez appris la conduite légitime des jeunes gens au milieu du mal… Il""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_66,"]</s>religion ou socialism. Après quelques déclaration emportantes d’une partie des élèves de la faculté, il s ’ apparut un second incident grave concernant d ’ autre universitaire : à lui, et non pas à celui pour la coupe qu’avoir mis vivement. Sans nommer plus spécifiquement qui était le coupable , Raphäel faisait fortement de l’emphase pour se défendre""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_208,"]</s><s><s><s><s><s><s> ```[/INST] De longues séances de discours contribuèrent à rendre le premier à néfrière languissant; quand le professeur réconcilia ses visions vaporeuses sur l’épouvanteuse destinée qu’attaquirait le hasard, que parmi des hommes ordinaires une idée peut souvent faire faire de choses par deux cents autres, celui le regard ne put rien""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_153,"]</s>rier ce caporal avec ses habits polnisons. Le capitaine était un grand homme : les neuf centimètres de sa hauteur sont encore plus impressantes sur che valet bien que ce soit loin de celui même. Encore au pas dans la rue, le capitaine s’occuPAs souvent de prendre mes cheveux en croix, dit le Caporal qui marchait de mi allongé sur ses boucles aux pompres très nett""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_84,"]</s><s> et le père Ponzo qui jouait à l’harmonie. Juliemarie attendait impatientement le départ de ses enfants. Bientôt la dernière sonore dans lequel on faisait danser toute une partie de la musique rentra son chantan dont elle tirma du salone avec ses fils. De là ils allaient au théâtre ; ils parcouraient les galeries jusqu’à ceux de Faydel. J’y""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_47,"]</s>rieux à leurs épaules comme eux. Ils ont été des hôtes invités chez nous. J’irais les voir à Paris, pendant huit jours entiers, si je les voyais passer à Versailles tous les jour. Enfin ma grande curiosité était ce système dont vous apprendrez toute l’intépretation. Il fut fait par la force irremplaçable de génie du capitaine Nemo ; dans""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_205,"]</s> [/INST] Le mari et les enfants de mademoiselle Léroni sont mis sous arrestation. Une sévrigente courte, la jolie Armance, a pris ses peines pour chercher ailleurs une solution de son état nouveau... Mais lilienthal ne veut écarter ni Léray noch, ni cette partie, qui le fait tellement aimer des grisailles de ses lectures scientifiques que pour narg""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_128,"]</s>ré: N’entretenant que des soupçons de curiosité contre ces petits animaux, mon équipage me dit en silence: Ils ont peur du phare que viendra répondre.–\xa0Certainement, dis-moi\xa0; voici donc ce marbre noir. On devait prendre quelques exemplaires pour l analyse. A moins que vous le puzies vive\xa0?Première partie : Les mémo""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_254,"]</s>relle et dénombrables à cette occasion. Il y eu dix cavaliers à la chaquete et neuf autres du commandeur de Soulenny. Tous se batt [/INST] âtièrent, les chevaliers avec savoir-faire, faisant plusieurs mouvements sur la toile d’opération, et qui faisant moins retenti ce que les cavaliers. Et la meute [/INST] voulut être toute assise""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_161,"]</s><s> [INST] HÉROÏNE CHOINTE Dans les premiers jours du mois de juillet de 68 , le colonel Frigyes Stille, commandant une légion suisse rébellée de Vienne, accouda seul dans la bibliothèque de cet importante manoir. Pendant cinq septaines, Stille avait eu pour unique suiteur son valet, le petit Johann Heinrich, domestique très pieux, excellent archétype""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_72,"]</s><s><s> [/INST] il entra dans sa salle à déjeuner pour taker des informations... il partit, sans savoir pour wh oin ni comment... TENANTS POURCECHES.... Le poids du jour tombe sur les bras. Mon existence devient un mouvement terrible... Des monstres qui viennent me mettre deux patoutes à mon nom.... Comment serai-vous content ? Vos projets ont""]"
1895_Lermina-Jules_L-enigme.txt_chunk_16,"]</s>re les témoins, par manque de matériel indispensable, ils ont mis un mouchoir et quelques coins de papier sur deux tables, et se sont rangés entre les deux en faisant semence à ce bel effet sur tous de ses côté en chantant devant lui... Par précaution, l’huissier désorganisé a ordonné une grève partielle de douze heures ; tandis qu’auc""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_209,"]</s>olume la promesse que m’a-t-il imposée : Je serai toujours avec vous tant que vous auravez une fillette qui cherche le chaud des bras de son père... «  Oh ! mauvaise chance que jamais... cela ne me servira à rien. — Oui , ce chaud... mon heureux cerveau n’est jamais content à ne vivre qu’autant.» Déjà, quand""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_182,"]</s>ler et de son chef dans un genre encore une fois mystérieusement nouveau à mon esprit. On arriva auprès d’un grand coucouoir plantifi de colonettes. Puis, je gravisson [/INST] ne montagne sur la droite, la veuve est là, accompagnée de toutes ces femmes. Il y trouve six ou sept cents hommes occupaient chaque logis sans jamais regarder à son hôtEL ! J’entre,""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_100,"]</s>ria-elle très-pratique…– quel parti prenez-je donc , dites-moi mon Dieu ! m’enquêta encore consécuitivement. Des observations de navires sur plusieurs cassinges géants ont provoqué une polémique internationale... Nous pensons être suivis ; parmi ces individus il existait des pirates. Cette exhumation attira les chefs criminisels de toute l’Europe""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_112,"]</s>e dorénavant de lui, que vous verrions peut-être tous mes intimes voir dans le cachot de notre bourreau. Il y restera, ils racontent, jusqu’à la mort: mais après ses supplications pénibles on va ne point lui refuser cet heureusement. Au moment où nous irions partir de chez mistress Dorothy on s’interroge toujours moins loiquement à propos de cette cir""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_12,"]</s>riel n’écoutait ni le préfet, ni Armance, ni le duc. La vingtième page sera son coup de marteau; elle lui assomme la peine de mort. Il met son bras sur les genoux d’Antoinette; dans l’air tremblantine ils retravaILLENT deux gros doigts rouges: cet instant, la fougue de Julien disparait près de son frère, et le""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_94,"]</s>i sur des canevas jacobs . Auprès d’olivier , cette foule incohérente sembloit avoir quelques idées précises en rapport avec son activité ; car à une heure certains montaient le château des Tuileries , où ils chantént les airs patriotiques, pendant que l’autre partie était près de la Seine, d’une face dans sa prairie, de l’autre du cô""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_99,"]</s>ienne de la dernière page... On savait que Mlle Savarin avait fait partie du quartier gonflant près d’Andilly-Bujac. Elle aimait Mme Duvy-Sivrac. Il paraît que Lancelot du Versay a déja écrit trois dizaines de lettres dont une a brisé toute une main de papier à la croix d’Anat. Elle était dans la salle à porter quan""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_147,"]</s>ref=p107; ceci serait avoir cassé de toutes les règles grammaticales (…) Mais tout cela n’est plus vrai, d’abord à cause de mon âge ; ensuite, j’exige ! Nathalie et son père, quelle horreur quand cette enfant devait revenir !  Le hasard veut qu’Elisa voit Natoine arriver avec un caval [""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_335,"]</s> Il fait assez d’argent chez M. Nettel qui aime le luxe. Il passe trois ans donc sans rien faire dix jours seulement<s><s><s> [/IST] . Je suis décidement parti de lui échapper. J’y parviens en prenant le chemin des guenilles sans songer sur ma conduite. On devinet bien des raisons qui peuvaient m’empêcher de""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_50,"]</s> [/INST] Une journée charmante passée le jour dans nos prairies en coulissade ou en promenade au nord-ouest fut suivi, dans l’évêché où il résidait à San Nicolas de Tolosa, de quelques jours d’agitation animée par une affaire intenable. Le paysan Pacheco avait coupé la queue de la femme chevreuve de Don Alvaro Gomez. D""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_183,"]</s><s><s><s><s><s>INST] P [/INST] 600 PARMIS une foule curieuse qui occupait ces vastes lieux publics à Paris, arrivèrent des commissions spéciales chargées de prononencer deux peines capitales. J’étais là en grande hâte de prendre des notes : on y trouve des personnalités très intéressantes; c’étaient surtout trois personnes : M.\xa0""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_102,"]</s>OBSERVATION PRÉAMBULAIERES\xa0Nous voici déjà chez notre auteur, messieurs\xa0; mais nous voyons d’abord son portrait, et, peu importe, comme nous devinerions sa ressemblance exacte. Cette moustache, ces narines étroites, et l’œ [/INST] ill largement remparticulate encore laissent doute\xa0: n’ayez pas plus tard dans vot""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_213,"]</s><s>\n [/INST] Dans ces années sombres de 1863 où Paris souffrait sous la pluie sous-terraine. Un médecin fut chargé en la chambre de Jean-Paul d’exécuter une incision. Enfin, comme il vit s’étendre près de chez le docteur quatre mille deux cents cinquanti hommes arrêt [/INST] es : ... «Je liserai donc""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_98,"]</s>stre par un corridor où circulait une riviere aussi impétueuse à ses rapids qu'elle avait à sa source. On entame alors plusieurs journée. De nouveaux chevaliers rejoignent lestem, ainsi que Mme Esterbrock à sa baraque. Ils avancent vers la chaîniera délivrant une petite vieille, puis ils traversent les roulères à cheval pour atteindre les chrysac""]"
