"doc	label_net";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_26	";Danger
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_27	";Danger
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_28	";Exploration
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_29	";Exploration
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_30	";Exploration
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_31	";Other
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_32	";Other
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_33	";Other
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_34	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_35	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_36	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_37	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_38	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_39	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_40	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_41	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_42	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_43	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_44	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_45	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_46	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_47	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_48	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_49	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_50	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_51	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_52	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_53	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_54	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_55	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_56	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_57	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_58	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_59	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_60	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_61	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_62	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_63	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_64	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_65	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_66	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_67	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_68	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_69	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_70	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_71	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_72	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_73	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_74	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_75	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_76	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_77	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_78	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_79	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_80	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_81	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_82	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_83	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_84	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_85	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_86	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_87	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_88	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_89	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_90	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_91	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_92	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_93	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_94	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_95	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_96	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_97	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_98	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_99	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_100	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_101	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_102	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_103	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_104	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_105	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_106	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_107	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_108	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_109	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_110	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_111	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_112	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_113	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_114	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_115	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_116	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_117	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_118	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_119	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_120	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_121	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_122	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_123	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_124	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_125	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_126	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_127	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_128	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_129	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_130	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_131	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_132	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_133	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_134	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_135	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_136	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_137	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_138	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_139	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_140	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_141	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_142	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_143	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_144	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_145	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_146	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_147	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_148	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_149	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_150	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_151	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_152	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_153	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_154	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_155	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_156	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_157	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_158	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_159	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_160	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_161	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_162	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_163	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_164	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_165	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_166	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_167	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_168	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_169	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_170	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_171	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_172	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_173	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_174	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_175	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_176	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_177	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_178	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_179	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_180	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_181	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_182	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_183	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_184	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_185	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_186	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_187	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_188	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_189	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_190	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_191	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_192	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_193	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_194	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_195	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_196	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_197	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_198	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_199	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_200	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_201	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_202	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_203	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_204	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_205	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_206	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_207	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_208	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_209	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_210	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_211	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_212	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_213	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_214	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_215	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_216	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_217	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_218	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_219	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_220	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_221	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_222	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_223	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_224	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_225	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_226	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_227	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_228	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_229	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_230	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_231	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_232	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_233	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_234	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_235	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_236	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_237	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_238	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_239	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_240	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_241	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_242	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_243	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_244	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_245	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_246	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_247	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_248	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_249	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_250	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_251	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_252	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_253	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_254	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_255	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_256	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_257	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_258	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_259	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_260	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_261	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_262	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_263	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_264	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_265	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_266	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_267	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_268	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_269	";
"1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_270	";
